Card_Num,  Card Name,  Type,  Rarity,  Value ($),  Attribute,  Sub Type,  Level,  ATK,  DEF,  Card Text
TSHD-EN095,Hydro Genex,Synchro/Effect Monster,Super Rare,10.00,Water,Machine,6,2300,1800,"Genex Controller + 1 or more WATER Non-Tuner monsters When this card destroys an opponent's monster by battle and sends it to the Graveyard, gain Life Points equal to the ATK of the destroyed monster"
TSHD-EN096,Ally of Justice Light Gazer,Synchro/Effect Monster,Super Rare,10.00,Dark,Machine,8,2400,1600,1 Tuner + 1 or more non-Tuner monsters This card gains 200 ATK for each LIGHT monster in your opponent's Graveyard.
TSHD-EN097,Genex Neutron,Effect Monster,Secret Rare,34.00,Light,Machine,4,1800,1200,"During the End Phase of the turn that this card was Normal Summoned, you can add 1 Machine-Type Tuner monster from your Deck to your hand."
TSHD-EN098,Infernity Destroyer,Effect Monster,Secret Rare,26.00,Dark,Fiend,6,2300,1000,"While you have no cards in your hand, when this card destroys an opponent's monster by battle and sends it to the Graveyard, inflict 1600 damage to your opponent."
TSHD-EN099,Koa'ki Meiru Bergzak,Effect Monster,Secret Rare,29.00,Earth,Warrior,4,2000,200,"During each of your End Phases, destroy this card unless you send 1 Iron Core of Koa'ki Meiru from your hand to the Graveyard or reveal 1 Warrior-Type monster from your hand. If this card destroys an opponent's monster by battle, it can attack once again in a row."
HA02-EN001,Naturia Beetle,Effect Monster,Super Rare,11.00,Earth,Insect,4,400,1800,Switch the original ATK and DEF of this card each time a Spell Card is activated.
HA02-EN002,Naturia Rock,Effect Monster,Super Rare,9.50,Earth,Rock,3,1200,1200,"When a Trap Card is activated, you can send 1 card from the top of your Deck to the Graveyard to Special Summon this card from your hand."
HA02-EN003,Naturia Guardian,Effect Monster,Secret Rare,34.00,Earth,Plant,4,1600,400,"When your opponent Normal Summons a monster, this card gains 300 ATK until the End Phase."
HA02-EN004,Naturia Vein,Tuner Monster,Super Rare,4.00,Earth,Plant,1,200,300,"You can Tribute this card and 1 Naturia monster to negate the activation of your opponent's Spell or Trap Card, and destroy it."
HA02-EN005,Genex Furnace,Effect Monster,Super Rare,10.00,Fire,Pyro,5,2000,1300,"If you control a face-up Genex Controller, you can Normal Summon this card without Tributing."
HA02-EN006,Genex Gaia,Effect Monster,Super Rare,10.00,Earth,Rock,3,1000,1900,"If this card would be destroyed, you can destroy 1 Genex Controller monster you control, other than this card, instead."
HA02-EN007,Genex Spare,Tuner Monster,Super Rare,2.60,Dark,Machine,3,800,1200,"Once per turn, if you control another Genex monster, you can make this card's name Genex Controller until the End Phase."
HA02-EN008,Genex Turbine,Effect Monster,Super Rare,9.00,Earth,Machine,4,1400,1300,All face-up Genex monsters you control gain 400 ATK.
HA02-EN009,Genex Doctor,Effect Monster,Super Rare,7.90,Dark,Spellcaster,3,1500,1000,You can Tribute 1 face-up Genex Controller you control to destroy 1 card on the field.
HA02-EN010,Genex Solar,Effect Monster,Secret Rare,33.00,Light,Machine,7,2500,1500,"This card can be Normal Summoned by Tributing 1 Genex monster. Each time a face-up Genex monster(s) you control is sent to the Graveyard, inflict 500 damage to your opponent."
HA02-EN011,Dai-sojo of the Ice Barrier,Effect Monster,Secret Rare,23.00,Water,Spellcaster,6,1600,2200,"When this card is Normal or Flip Summoned, it is changed to Defense Position. Face-up Ice Barrier monsters you control cannot be destroyed by Spell or Trap Card effects."
HA02-EN012,Medium of the Ice Barrier,Effect Monster,Super Rare,8.80,Water,Spellcaster,7,2200,1600,"If your opponent controls 4 or more cards than you do, you can Special Summon this card from your hand. Your opponent can only activate 1 Spell/Trap Card per turn."
HA02-EN013,Mist Valley Baby Roc,Tuner Monster,Super Rare,11.00,Wind,Winged Beast,2,400,600,"When this card is sent directly from the hand to the Graveyard, you can Special Summon it."
HA02-EN014,Mist Valley Executor,Effect Monster,Super Rare,10.00,Wind,Thunder,5,2100,1600,"When this card is Normal Summoned, return all face-up Spell and Trap Cards on the field to the owners' hands."
HA02-EN015,Flamvell Grunika,Effect Monster,Super Rare,6.50,Fire,Dragon,4,1700,200,"When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the Level of the destroyed monster x 200."
HA02-EN016,Flamvell Baby,Tuner Monster,Super Rare,8.90,Fire,Pyro,1,800,200,"During your Main Phase, you can send this card from your hand to the Graveyard to select 1 face-up FIRE monster you control and give it 400 ATK."
HA02-EN017,Ally Mind,Tuner Monster,Super Rare,6.50,Dark,Machine,5,1800,1400,"A high-performance unit developed to enhance the Artificial Intelligence program in Allies of Justice. Loaded with elements collected from a meteor from the Worm Nebula, it allows for high tuning performance, but its true capacity is not yet uncovered."
HA02-EN018,Ally of Justice Nullfier,Effect Monster,Super Rare,7.20,Dark,Machine,4,1600,1200,The effects of LIGHT monsters that battle this card are negated.
HA02-EN019,Ally of Justice Searcher,Effect Monster,Super Rare,3.30,Dark,Machine,3,1400,100,"Once per turn, you can discard 1 card to flip 1 face-down Defense Position monster your opponent controls to face-up Attack Position. Flip Effects are not activated at that time."
HA02-EN020,Ally of Justice Enemy Catcher,Effect Monster,Super Rare,10.00,Dark,Machine,6,1800,1800,"When this card is Normal Summoned, you can gain control of 1 face-down Defense Position monster your opponent controls until the End Phase."
HA02-EN021,Ally of Justice Thunder Armor,Effect Monster,Super Rare,4.10,Dark,Machine,8,2700,2200,"This card cannot be Special Summoned. While you control this face-up card, during battle between an attacking Ally of Justice monster you control and a Defense Position monster whose DEF is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent."
HA02-EN022,Ally of Justice Cosmic Gateway,Effect Monster,Secret Rare,49.00,Dark,Machine,8,2400,1200,"If your opponent controls 2 or more monsters, including a LIGHT monster, you can Special Summon this card from your hand."
HA02-EN023,Worm Linx,Effect Monster,Super Rare,7.80,Light,Reptile,2,300,1000,"FLIP: If this card is face-up during the End Phase, draw 1 card."
HA02-EN024,Worm Millidith,Effect Monster,Super Rare,5.20,Light,Reptile,4,400,1600,FLIP: You can equip this card to a monster your opponent controls as an Equip Card. Inflict 400 damage to the controller of the equipped monster during each Standby Phase.
HA02-EN025,Worm Noble,Effect Monster,Super Rare,7.70,Light,Reptile,6,1500,2400,"FLIP: If this card is flipped face-up by an opponent's monster's attack, inflict damage to your opponent equal to half the attacking monster's ATK."
HA02-EN026,Naturia Beast,Synchro/Effect Monster,Secret Rare,48.00,Earth,Beast,5,2200,1700,"1 EARTH Tuner + 1 or more non-Tuner EARTH monsters While this card is face-up on the field, you can send the top 2 cards of your Deck to the Graveyard to negate the activation of a Spell Card and destroy it."
HA02-EN027,"Dewloren, Tiger King of the Ice Barrier",Synchro/Effect Monster,Secret Rare,37.00,Water,Beast,6,2000,1400,"1 Tuner + 1 or more non-Tuner WATER monsters Once per turn, you can return any number of face-up cards you control to the owner's hand. This card gains 500 ATK for each card returned to the owner's hand by this effect until the End Phase of this turn."
HA02-EN028,Thermal Genex,Synchro/Effect Monster,Secret Rare,68.00,Fire,Machine,8,2400,1200,"Genex Controller + 1 or more FIRE non-Tuner Monsters This card gains 200 ATK for each FIRE monster in your Graveyard. If this card destroys an opponent's monster by battle, inflict 200 damage to your opponent for each Genex monster in your Graveyard."
HA02-EN029,Geo Genex,Synchro/Effect Monster,Secret Rare,4.30,Earth,Machine,6,1800,2800,"1 Genex Controller + 1 or more EARTH non-Tuner monsters Once per turn, if you control a face-up Level 4 or lower Genex monster(s), you can switch the original ATK and DEF of this card until the End Phase, for as long as you control a face-up level 4 or lower Genex monster(s)."
HA02-EN030,Ally of Justice Field Marshal,Synchro/Effect Monster,Secret Rare,61.00,Dark,Machine,9,2900,2600,"1 Tuner + 2 or more non-Tuner monsters This card cannot be Special Summoned except by Synchro Summon. When this card destroys a face-down Defense Position monster by battle and sends it to the Graveyard, draw 1 card."
HA02-EN031,Fabled Lurrie,Effect Monster,Super Rare,6.50,Light,Fiend,1,200,400,"When this card is discarded from your hand to the Graveyard, Special Summon it."
HA02-EN032,Fabled Grimro,Effect Monster,Secret Rare,64.00,Light,Fiend,4,1700,1000,"While you control a face-up Fabled monster, you can send this card from your hand to the Graveyard to add 1 Fabled monster other than Fabled Grimro from your Deck to your hand."
HA02-EN033,Fabled Gallabas,Effect Monster,Secret Rare,57.00,Light,Fiend,4,1500,800,You can discard 1 card to the Graveyard to destroy 1 face-up monster your opponent controls with DEF lower than this card's ATK.
HA02-EN034,Fabled Kushano,Tuner Monster,Super Rare,9.20,Light,Fiend,3,1100,800,You can discard 1 Fabled monster to the Graveyard except Fabled Kushano to add this card from your Graveyard to your hand.
HA02-EN035,Jurrac Protops,Effect Monster,Super Rare,11.00,Fire,Dinosaur,4,1700,1200,This card gains 100 ATK for each monster your opponent controls.
HA02-EN036,Jurrac Velo,Effect Monster,Super Rare,3.60,Fire,Dinosaur,4,1700,1000,"When this face-up Attack Position card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Jurrac monster with 1700 or less ATK from your Deck."
HA02-EN037,Jurrac Monoloph,Tuner Monster,Super Rare,3.60,Fire,Dinosaur,3,1500,1200,This card can attack all monsters your opponent controls once each.
HA02-EN038,Jurrac Tyrannus,Effect Monster,Secret Rare,74.00,Fire,Dinosaur,7,2500,1400,"You can Tribute 1 Dinosaur-Type monster you control to have this card gain 500 ATK. If this card destroys an opponent's monster by battle and sends it to the Graveyard, this card gains 300 ATK."
HA02-EN039,Naturia Antjaw,Effect Monster,Super Rare,1.80,Earth,Insect,2,400,200,"When your opponent Special Summons a monster(s), you can Special Summon 1 Level 3 or lower Naturia monster from your Deck."
HA02-EN040,Naturia Spiderfang,Effect Monster,Super Rare,1.80,Earth,Insect,4,2100,400,"This card can only declare an attack during a turn that your opponent activates the effect of a Spell, Trap or Effect Monster Card."
HA02-EN041,Naturia Rosewhip,Tuner Monster,Super Rare,10.00,Earth,Plant,3,400,1700,Your opponent can only activate 1 Spell or Trap Card per turn.
HA02-EN042,Naturia Cosmobeet,Tuner Monster,Super Rare,5.30,Earth,Plant,2,1000,700,"When your opponent Normal Summons or Sets a monster, you can Special Summon this card from your hand."
HA02-EN043,Genex Blastfan,Effect Monster,Super Rare,9.00,Wind,Spellcaster,4,1600,1300,"When this card is Special Summoned, you can add 1 DARK Genex monster from your Deck to your hand."
HA02-EN044,Genex Recycled,Tuner Monster,Super Rare,5.10,Dark,Machine,1,200,400,"Once per turn, you can select 1 Genex monster in your Graveyard. Until the End Phase, this card's name is treated as the selected monster's name."
HA02-EN045,Genex Army,Effect Monster,Secret Rare,56.00,Earth,Machine,6,2300,1300,"When this card is Tribute Summoned by Tributing a Genex monster, you can destroy 1 card your opponent controls."
HA02-EN046,Pilgrim of the Ice Barrier,Effect Monster,Super Rare,8.20,Water,Warrior,4,1500,1000,This card cannot be destroyed by battle with a monster with 1900 or more ATK.
HA02-EN047,Geomancer of the Ice Barrier,Tuner Monster,Super Rare,8.30,Water,Spellcaster,3,800,1200,Discard 1 card and declare 1 Attribute. This card cannot be selected as an attack target by monsters with that Attribute. This effect can only be used once while this card is face-up on the field.
HA02-EN048,Mist Valley Falcon,Effect Monster,Super Rare,11.00,Wind,Winged Beast,4,2000,1200,This card cannot declare an attack unless you return 1 card you control to its owner's hand.
HA02-EN049,Mist Valley Apex Avian,Effect Monster,Secret Rare,70.00,Wind,Winged Beast,7,2700,2000,"When an effect is activated, you can select 1 face-up Mist Valley card you control. Return that Mist Valley card to it's owner's hand, negate the effect's activation, and destroy the card whose effect was activated."
HA02-EN050,Ally of Justice Reverse Break,Effect Monster,Super Rare,8.50,Dark,Machine,4,1200,1200,"If a face-up LIGHT monster is on the field, destroy this card. If this card attacks a face-down Defense Position monster, destroy that monster immediately with this card's effect without flipping it face-up or applying damage calculation."
HA02-EN051,Ally of Justice Unlimiter,Effect Monster,Super Rare,4.50,Dark,Machine,2,600,200,You can Tribute this card to double the original ATK of 1 face-up Ally of Justice monster you control until the End Phase.
HA02-EN052,Worm Opera,Effect Monster,Super Rare,9.40,Light,Reptile,2,400,800,"FLIP: All face-up monsters on the field lose 500 ATK, except Reptile-Type Worm monsters."
HA02-EN053,Worm Prince,Effect Monster,Super Rare,3.50,Light,Reptile,6,2200,400,"If this card destroys an opponent's monster by battle, you can add 1 Reptile-Type Worm monster from your Deck to your hand. Destroy this card during the End Phase if you do not control another Reptile-Type Worm monster."
HA02-EN054,Worm Queen,Effect Monster,Secret Rare,68.00,Light,Reptile,8,2700,1100,"You can Tribute Summon this card in face-up Attack Position by Tributing 1 Reptile-Type Worm monster. Once per turn, you can Tribute 1 Reptile-Type Worm monster to Special Summon 1 Reptile-Type Worm monster from your Deck with a Level less than or equal to the Tributed monster."
HA02-EN055,Worm Rakuyeh,Effect Monster,Super Rare,3.30,Light,Reptile,4,2100,1200,"This card can only declare an attack the turn it was flipped face-up. If this card attacks, it is changed to face-down Defense Position at the end of the Battle Phase."
HA02-EN056,Fabled Valkyrus,Synchro/Effect Monster,Secret Rare,56.00,Light,Fiend,8,2900,1700,"1 Fabled Tuner + 1 or more non-Tuner monsters Once per turn, you can discard 1 Fiend-Type monster to draw 1 card."
HA02-EN057,Jurrac Giganoto,Synchro/Effect Monster,Secret Rare,32.00,Fire,Dinosaur,7,2100,1800,1 Tuner + 1 or more non-Tuner Dinosaur-Type monsters All face-up Jurrac monsters you control gain 200 ATK for each Jurrac monster in your Graveyard.
HA02-EN058,Naturia Leodrake,Synchro Monster,Secret Rare,49.00,Earth,Beast,9,3000,1800,1 EARTH Tuner + 1 or more non-Tuner EARTH monsters
HA02-EN059,Windmill Genex,Synchro/Effect Monster,Secret Rare,78.00,Wind,Machine,7,2000,1600,Genex Controller + 1 or more non-Tuner WIND monsters This card gains 300 ATK for each face-down Spell and Trap Card on the field. You can send 1 card from your hand to the Graveyard to destroy 1 face-down Spell or Trap Card.
HA02-EN060,Mist Valley Thunder Lord,Synchro/Effect Monster,Secret Rare,49.00,Wind,Thunder,7,2600,2400,"1 Tuner + 1 or more non-Tuner Mist Valley monsters Once per turn, you can select and return 1 card you control to the hand, and this card gains 500 ATK until the End Phase. This effect can be activated during either player's turn."
DREV-EN000,Scrap Archfiend,Synchro Monster,Super Rare,10.00,Earth,Fiend,7,2700,1800,1 Tuner + 1 or more non-Tuner Monsters
DREV-EN001,Earthquake Giant,Effect Monster,Common,0.50,Earth,Rock,5,1600,2100,"Once per turn, when the battle position of this card is changed, you can select 1 monster your opponent controls and change its battle position."
DREV-EN002,Effect Veiler,Tuner Monster,Ultimate Rare,44.00,Light,Spellcaster,1,0,0,"During your opponent's Main Phase, you can send this card from your hand to the Graveyard to select 1 face-up Effect Monster your opponent controls. Negate the effect(s) of that monster until the End Phase."
DREV-EN003,Dash Warrior,Effect Monster,Common,0.20,Wind,Warrior,3,600,1200,"If this card attacks, it gains 1200 ATK during the Damage Step only."
DREV-EN004,Damage Eater,Effect Monster,Common,0.10,Dark,Fiend,2,100,800,"During your opponent's turn, when your opponent activates a card or effect that would inflict damage, you can remove from play this card in your Graveyard to change that effect so it increases Life Points by the same amount instead."
DREV-EN005,A/D Changer,Effect Monster,Common,0.30,Light,Warrior,1,100,100,You can remove from play this card in your Graveyard to select 1 monster on the field. Change its battle position.
DREV-EN006,Stronghold Guardian,Effect Monster,Common,0.20,Earth,Warrior,4,0,1500,"If a Defense Position monster you control is attacked, during the Damage Step, you can send this card from your hand to the Graveyard to have that monster gain 1500 DEF until the End Phase."
DREV-EN007,Playful Possum,Effect Monster,Rare,1.20,Earth,Beast,2,800,600,"During your Main Phase, if your opponent controls a face-up monster with a higher ATK than the ATK of this card, you can destroy this card on the field. During your Standby Phase, if this card is destroyed by this effect, you can Special Summon this card from the Graveyard."
DREV-EN008,Egotistical Ape,Tuner Monster,Rare,1.00,Earth,Beast,5,1200,1200,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by sending 1 Beast-Type monster from your hand to the Graveyard. When this card is Special Summoned this way, you can activate 1 of these effects: Increase the Level of this card by the Level of the Beast-Type monster. Decrease the Level of this card by the Level of the Beast-Type monster."
DREV-EN009,Uni-Horned Familiar,Tuner Monster,Common,0.20,Light,Beast,2,0,1000,"When this face-up Defense Position card is selected as an attack target, you can remove from play 1 monster you control other than this card to remove this card from play. The attacking monster must attack. During your next Standby Phase, If this card was removed from play by this effect, this card returns to the field."
DREV-EN010,Monoceros,Effect Monster,Common,0.40,Light,Beast,3,1000,1000,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 Spell Card from your hand. When you Synchro Summon using this card and a Beast-Type Tuner monster as the Synchro Material Monsters, you can select 1 Beast-Type Tuner monster used for the Synchro Summon and Special Summon it from the Graveyard."
DREV-EN011,D.D. Unicorn Knight,Effect Monster,Rare,0.70,Light,Warrior,4,1800,900,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned if your opponent controls a monster(s) and you control a face-up Tuner monster(s). When this card is Special Summoned this way, you can select 1 of your removed from play Level 3 or lower non-Tuner monsters and Special Summon it. Its effect(s) are negated. You cannot Normal Summon or Set the turn you Special Summon this card."
DREV-EN012,Unibird,Effect Monster,Super Rare,6.30,Wind,Winged Beast,2,100,600,"You can remove from play this face-up card, and 1 face-up monster you control, to select 1 Synchro Monster in your Graveyard with a Level less than or equal to the combined original Levels of the other 2 monsters. Special Summon that Synchro Monster."
DREV-EN013,Bicorn Re'em,Effect Monster,Common,0.10,Dark,Beast,4,800,1600,"If this card is sent to the Graveyard as a Synchro Material Monster for a Synchro Summon, send the top 2 cards from your opponent's Deck to the Graveyard."
DREV-EN014,Mine Mole,Effect Monster,Common,0.20,Earth,Beast,3,1000,1200,"Once per turn, this card cannot be destroyed by battle. If this card is sent to the Graveyard as a Synchro Material Monster of a Beast-Type monster, draw 1 card. If this card is removed from the field by your opponent's card effect, remove this card from play."
DREV-EN015,Trident Warrior,Effect Monster,Super Rare,9.90,Light,Warrior,4,1800,1200,"When this card is Normal Summoned, you can Special Summon 1 Level 3 monster from your hand."
DREV-EN016,Delta Flyer,Tuner Monster,Rare,1.10,Wind,Dragon,3,1500,900,"Once per turn, you can select 1 other face-up monster you control and increase its Level by 1."
DREV-EN017,Rhinotaurus,Effect Monster,Common,0.30,Fire,Beast-Warrior,4,1800,600,"If 2 or more of your opponent's monsters are destroyed by battle with your monsters during the same Battle Phase, this card can attack twice during that Battle Phase."
DREV-EN018,Hypnocorn,Effect Monster,Rare,0.90,Dark,Beast,4,1400,600,"When this card is Normal Summoned, if your opponent controls a monster(s) and you control no other monsters, you can select 1 Set Spell or Trap Card and destroy it."
DREV-EN019,Scrap Chimera,Effect Monster,Super Rare,6.20,Earth,Beast,4,1700,500,"This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Scrap monster, and all the other Synchro Material Monsters must also be Scrap monsters. When this card is Normal Summoned, you can select 1 Scrap Tuner monster in your Graveyard and Special Summon it."
DREV-EN020,Scrap Goblin,Tuner Monster,Common,0.20,Earth,Beast-Warrior,3,0,500,"This card cannot be destroyed by battle. If this face-up Defense Position card is selected as an attack target, destroy this card at the end of the Battle Phase. If this card is destroyed by the effect of a Scrap card and sent to the Graveyard, you can select 1 Scrap monster in your Graveyard, except Scrap Goblin, and add it to your hand."
DREV-EN021,Scrap Beast,Tuner Monster,Rare,1.30,Earth,Beast,4,1600,1300,"If this face-up Defense Position card is selected as an attack target, destroy this card at the end of the Battle Phase. If this card is destroyed by the effect of a Scrap card and sent to the Graveyard, you can select 1 Scrap monster in your Graveyard, except Scrap Beast, and add it to your hand."
DREV-EN022,Scrap Hunter,Effect Monster,Rare,0.50,Earth,Machine,3,1600,400,"Once per turn, you can select 1 face-up Scrap monster you control, except this card. Destroy it and send 1 Tuner monster from your Deck to your Graveyard."
DREV-EN023,Scrap Golem,Effect Monster,Rare,1.10,Earth,Rock,5,2300,1400,"Once per turn, you can select 1 Level 4 or lower Scrap monster in your Graveyard and Special Summon it to either player's side of the field."
DREV-EN024,Wattbetta,Tuner Monster,Common,0.20,Light,Thunder,2,100,0,"When this card inflicts Battle Damage to your opponent by a direct attack, your opponent discards 1 card of their choice."
DREV-EN025,Wattlemur,Effect Monster,Common,0.30,Light,Thunder,2,800,100,"If this card is destroyed by your opponent's card (either by battle or by card effect), they cannot conduct their Battle Phase during their next turn."
DREV-EN026,Wattpheasant,Effect Monster,Common,0.10,Light,Thunder,4,1000,800,"This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, select 1 face-up monster on the field and remove it from play until the End Phase of this turn."
DREV-EN027,Naturia Mosquito,Effect Monster,Common,0.40,Earth,Insect,1,200,300,"While you control another face-up Naturia monster(s), your opponent cannot select this card as an attack target. Your opponent takes any Battle Damage you would have taken from battles involving a face-up Naturia monster you control, except this card."
DREV-EN028,Naturia Beans,Effect Monster,Common,0.50,Earth,Plant,2,100,1200,"Once per turn, this card cannot be destroyed by battle. When this face-up card is selected as an attack target, inflict 500 Damage to your opponent."
DREV-EN029,Naturia Bamboo Shoot,Effect Monster,Ultimate Rare,30.00,Earth,Plant,5,2000,2000,"If this card is Tribute Summoned by Tributing a Naturia monster, while this card remains face-up on the field, your opponent cannot activate Spell or Trap Cards."
DREV-EN030,Amazoness Sage,Effect Monster,Common,0.20,Earth,Warrior,4,1400,700,"If this card attacks, select 1 Spell or Trap Card your opponent controls and destroy it at the end of the Damage Step."
DREV-EN031,Amazoness Trainee,Effect Monster,Common,0.40,Earth,Warrior,4,1500,1300,"Monsters destroyed by battle with this card are returned to the bottom of the owner's Deck instead of going to the Graveyard. If this card destroys an opponent's monster by battle, this card gains 200 ATK."
DREV-EN032,Amazoness Queen,Effect Monster,Super Rare,7.30,Earth,Warrior,6,2400,1800,Amazoness monsters you control cannot be destroyed by battle.
DREV-EN033,Lock Cat,Effect Monster,Common,0.30,Earth,Beast,3,1200,1000,"When this card is Normal Summoned, you can select 1 Level 1 Beast-Type monster in your Graveyard and Special Summon it in face-up Defense Position. Its effects are negated."
DREV-EN034,Elephun,Tuner Monster,Common,0.30,Earth,Beast,2,500,300,"When this card is destroyed by battle and sent to the Graveyard, you can select 1 of your Level 3 or lower Beast-Type, Beast-Warrior-Type or Winged Beast-Type monsters that is removed from play, and add it to your hand."
DREV-EN035,Synchro Fusionist,Effect Monster,Rare,1.20,Dark,Spellcaster,2,800,600,"If this card is sent to the Graveyard as a Synchro Material Monster, you can add 1 Spell Card from your Deck to your hand with Polymerization or Fusion in the card name, except Diffusion Wave-Motion."
DREV-EN036,Ambitious Gofer,Effect Monster,Rare,1.50,Dark,Fiend,6,2400,100,"Once per turn, you select up to 2 monsters your opponent controls. Your opponent can reveal 1 monster in their hand to negate this card's effect. If they do not, destroy the selected monsters."
DREV-EN037,Final Psychic Ogre,Effect Monster,Common,0.30,Earth,Psychic,5,2200,1700,"If this card destroys an opponent's monster by battle, you can pay 800 Life Points to select 1 Psychic-Type monster in your Graveyard, and add it to your hand."
DREV-EN038,Dragon Knight Draco-Equiste,Fusion/Effect Monster,Ultimate Rare,32.00,Wind,Dragon,10,3200,2000,"1 Dragon-Type Synchro Monster + 1 Warrior-Type Monster. This monster can only be Special Summoned by Fusion Summon (from the Extra Deck). Once per turn, you can select 1 Dragon-Type Synchro Monster in the Graveyard. Remove it from play, treat this card's name as that monster's name, and give this card the same effects as that monster, until the End Phase. While this card is in face-up Attack Position, any effect damage you would take from an opponent's card effect is inflicted to your opponent instead."
DREV-EN039,Ultimate Axon Kicker,Fusion/Effect Monster,Super Rare,8.90,Light,Psychic,10,2900,1700,"1 Psychic-Type Synchro Monster + 1 Psychic-Type monster. This monster can only be Special Summoned by Fusion Summon (from the Extra Deck). This card cannot be destroyed by card effects. During battle between this attacking card and a Defense Position monster whose DEF is lower than than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this card destroys an opponent's monster by battle and sends it to the Graveyard, you gain Life Points equal to the destroyed monster's ATK."
DREV-EN040,Thunder Unicorn,Synchro/Effect Monster,Ultimate Rare,23.00,Light,Beast,5,2200,1800,"1 Beast-Type Tuner + 1 or more non-Tuner Monsters Once per turn, during your Main Phase, you can select 1 face-up monster your opponent controls. It loses 500 ATK for each monster you control, until the End Phase. During the turn this effect is activated, no other monsters can attack, except this card."
DREV-EN041,Voltic Bicorn,Synchro/Effect Monster,Ultimate Rare,37.00,Light,Beast,7,2500,2000,"1 Beast-Type Tuner + 1 or more non-Tuner monsters If this card is destroyed by your opponent's card (either by battle or by card effect), both players send the top 7 cards of their Deck to the Graveyard."
DREV-EN042,Lightning Tricorn,Synchro/Effect Monster,Ultimate Rare,22.00,Light,Beast,8,2800,2000,"1 Tuner + 1 or more non-Tuner Beast-Type monsters If this card is destroyed by your opponent's card (either by battle or by card effect), you can select 1 Thunder Unicorn or Voltic Bicorn in your Graveyard and Special Summon it."
DREV-EN043,Scrap Dragon,Synchro/Effect Monster,Ultimate Rare,31.00,Earth,Dragon,8,2800,2000,"1 Tuner + 1 or more non-Tuner monsters Once per turn, you can select 1 card you control and 1 card your opponent controls. Destroy them. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro Scrap monster in your Graveyard and Special Summon it."
DREV-EN044,Wattchimera,Synchro/Effect Monster,Ultimate Rare,22.00,Light,Thunder,6,1400,1200,"1 Watt Tuner + 1 or more non-Tuner Thunder-Type monsters. This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, place 1 random card from your opponent's hand on top of their Deck."
DREV-EN045,Blind Spot Strike,Spell,Common,0.30,,Quick-Play,0,0,0,"Select 1 face-up Defense Position monster your opponent controls and 1 face-up Attack Position monster you control. The monster you control gains ATK equal to the opponent's monster's DEF, until the End Phase."
DREV-EN046,Double Cyclone,Spell,Common,0.20,,Quick-Play,0,0,0,Select 1 Spell/Trap Card you control and 1 Spell/Trap Card your opponent controls. Destroy the selected card(s).
DREV-EN047,Scrapyard,Spell,Super Rare,10.00,,Normal,0,0,0,Add 1 Scrap Tuner monster from your Deck to your hand.
DREV-EN048,Scrapstorm,Spell,Super Rare,7.90,,Quick-Play,0,0,0,"Select 1 face-up Scrap monster you control. Send 1 Scrap monster from your Deck to the Graveyard, then draw 1 card. Then, destroy the selected monster."
DREV-EN049,Scrap Sheen,Spell,Common,0.10,,Quick-Play,0,0,0,Select 1 face-up Scrap monster you control and destroy it. All face-up Scrap monsters you control gain 1000 ATK until the End Phase.
DREV-EN050,Wattcine,Spell,Common,0.30,,Continuous,0,0,0,"When a Thunder-Type monster you control inflicts Battle Damage to your opponent, gain Life Points equal to the damage inflicted."
DREV-EN051,Naturia Forest,Spell,Common,0.50,,Field,0,0,0,"If you negate the activation of a card your opponent controls, you can add 1 Level 3 or lower Naturia monster from your Deck to your hand."
DREV-EN052,Landoise's Luminous Moss,Spell,Rare,1.00,,Normal,0,0,0,Activate only if you control a face-up Naturia monster. The opponent's Effect Monsters cannot activate their effects this turn.
DREV-EN053,Amazoness Village,Spell,Rare,0.50,,Field,0,0,0,"All Amazoness monsters gain 200 ATK. Once per turn, when an Amazoness monster is destroyed by battle or by a card effect, and is sent to the Graveyard, you can Special Summon 1 Amazoness monster from your Deck with a Level equal to or lower than that of the destroyed Amazoness."
DREV-EN054,Amazoness Fighting Spirit,Spell,Common,0.10,,Continuous,0,0,0,"If an Amazoness monster attacks a monster with higher ATK, the attacking monster gains 1000 ATK during damage calculation only."
DREV-EN055,Unicorn Beacon,Spell,Super Rare,4.80,,Normal,0,0,0,Select 1 removed from play Level 5 or lower Beast-Type or Winged Beast-Type monster. Remove from play 1 card in your hand and Special Summon the selected monster in Attack Position.
DREV-EN056,Beast Rage,Spell,Common,0.20,,Normal,0,0,0,All monsters you control gain 200 ATK for each of your removed from play Beast-Type and Winged Beast-Type monsters.
